-1,-45.00,89.99,-45.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.80,0.00,89.80,-45.00,89.99,0.00,89.08,0.00,89.08,0.00,89.08,0.00,89.75,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99
1,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.99,45.00,89.99,90.00,89.17,90.00,89.17,90.00,89.17,90.00,89.17,88.85,89.98,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99
-1,-45.00,89.99,-45.00,89.99,90.00,89.98,90.00,89.98,90.00,89.98,-84.81,89.98,-84.81,89.98,-85.91,89.98,-45.00,89.81,-45.00,89.81,-45.00,89.81,0.00,88.99,-45.00,89.99,-45.00,89.99,-45.00,89.99,-45.00,89.99,-45.00,89.99,-45.00,89.99,-45.00,89.99,-45.00,89.99
-1,-90.00,0.00,-90.00,0.00,0.00,89.99,0.00,88.92,-90.00,0.00,-90.00,0.00,-90.00,89.96,-63.43,88.34,-63.43,88.34,90.00,86.42,0.00,86.42,-90.00,0.00,-45.00,89.98,0.00,88.34,0.00,89.98,0.00,88.34,0.00,89.97,0.00,88.34,0.00,88.34,0.00,88.34
-1,71.57,89.86,71.57,89.86,-90.00,89.84,-90.00,89.84,-90.00,89.84,0.00,89.80,0.00,89.80,0.00,89.64,0.00,89.85,0.00,89.85,0.00,89.85,0.00,89.80,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87
1,-90.00,89.98,-88.57,89.98,-90.00,0.00,0.00,89.98,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,75.96,45.00,79.98,0.00,89.93,-90.00,0.00,-90.00,0.00,-90.00,89.98,0.00,89.98,0.00,89.99,0.00,89.93,-90.00,0.00,0.00,89.93,0.00,89.93,0.00,82.87
-1,89.08,89.98,89.08,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.99,45.00,89.99,90.00,88.73,45.00,89.10,45.00,89.10,45.00,89.10,89.06,89.98,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99
-1,-90.00,0.00,0.00,89.44,-90.00,0.00,0.00,89.98,0.00,89.98,0.00,89.98,-90.00,0.00,0.00,89.51,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98
-1,90.00,86.19,-90.00,89.89,-90.00,89.89,-90.00,87.80,0.00,89.03,0.00,89.04,0.00,87.88,45.00,87.30,0.00,88.92,45.00,88.92,0.00,88.17,-45.00,89.17,-45.00,87.30,-90.00,88.03,45.00,89.92,-90.00,88.03,0.00,89.93,-90.00,88.03,-45.00,87.11,-90.00,88.03
-1,-89.12,89.98,-89.12,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.99,45.00,89.99,-45.00,89.38,-45.00,89.04,-45.00,89.04,-45.00,89.04,90.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,0.00,89.87,0.00,89.87,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.86,0.00,89.86,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93,0.00,89.93
-1,-86.99,89.98,-86.99,89.98,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.67,0.00,89.67,0.00,89.74,0.00,89.67,0.00,89.67,0.00,89.67,0.00,89.03,-85.91,89.98,-85.91,89.98,-85.91,89.98,-85.91,89.98,-85.91,89.98,-85.91,89.98,-85.91,89.98,-85.91,89.98
-1,-45.00,89.98,-45.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.98,45.00,89.98,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,0.00,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,-45.00,89.81,-45.00,89.81,0.00,89.98,-85.91,89.98,0.00,89.98,-90.00,89.98,0.00,89.98,45.00,88.77,63.43,89.22,90.00,89.14,63.43,89.22,90.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,0.00,89.57,0.00,89.57,-83.66,89.98,-83.66,89.98,-83.66,89.98,0.00,89.65,0.00,89.65,0.00,89.72,0.00,89.76,0.00,89.76,0.00,89.76,0.00,88.67,0.00,89.83,0.00,89.83,0.00,89.83,0.00,89.83,0.00,89.83,0.00,89.83,0.00,89.83,0.00,89.83
1,-45.00,89.95,90.00,89.93,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,0.00,0.00,78.69,-90.00,71.57,-90.00,71.57,-90.00,71.57,-90.00,71.57,-90.00,0.00,-90.00,0.00,45.00,79.98,45.00,89.95,90.00,89.93,-90.00,0.00,0.00,75.96,-45.00,79.98,-90.00,0.00
-1,-45.00,89.99,-45.00,89.99,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.99,45.00,89.99,90.00,89.38,90.00,88.75,90.00,88.75,90.00,88.75,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99
-1,0.00,89.98,-45.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,0.00,89.98,0.00,89.29,0.00,89.29,0.00,89.29,0.00,89.29,0.00,89.69,86.82,89.98,86.82,89.98,86.82,89.98,86.82,89.98,86.82,89.98,86.82,89.98,86.82,89.98,86.82,89.98
-1,90.00,89.60,0.00,89.94,-90.00,0.00,45.00,89.97,45.00,87.30,-90.00,86.19,-90.00,0.00,-90.00,0.00,0.00,80.54,0.00,89.88,0.00,89.88,-90.00,85.91,-89.68,89.95,-45.00,89.96,0.00,89.97,0.00,89.89,0.00,89.89,45.00,87.11,0.00,89.89,0.00,89.89
-1,-45.00,89.86,90.00,89.80,-84.29,89.80,90.00,89.80,90.00,89.80,45.00,88.55,45.00,89.85,-45.00,88.87,90.00,88.41,90.00,88.41,90.00,88.41,90.00,89.80,45.00,89.85,45.00,89.85,45.00,89.85,45.00,89.85,45.00,89.85,45.00,89.85,45.00,89.85,45.00,89.85
1,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.99,45.00,89.99,-45.00,89.37,45.00,89.37,45.00,89.37,45.00,89.37,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99,45.00,89.99
