-1,-45.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,-90.00,0.00,45.00,89.98,90.00,88.49,90.00,88.49,90.00,88.49,90.00,88.49,90.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,-45.00,89.55,-45.00,89.78,-45.00,89.47,90.00,89.34,-78.69,89.63,90.00,89.80,90.00,89.76,-45.00,89.80,-71.57,89.60,-90.00,0.00,-71.57,89.60,-90.00,0.00,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82
1,-45.00,89.98,90.00,89.97,90.00,89.97,-90.00,0.00,-90.00,0.00,-90.00,0.00,90.00,89.97,90.00,87.95,-90.00,0.00,-90.00,0.00,-90.00,0.00,90.00,89.97,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,-75.96,89.70,-75.96,89.70,90.00,89.70,90.00,89.70,90.00,89.70,45.00,89.78,45.00,89.78,90.00,88.60,90.00,88.60,90.00,88.60,90.00,88.60,90.00,89.70,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76
1,-45.00,89.98,-90.00,89.42,-90.00,0.00,0.00,89.99,0.00,89.99,-90.00,0.00,45.00,89.98,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,0.00,45.00,87.62,-45.00,89.98,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63
-1,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.98,45.00,89.98,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,0.00,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,-88.15,89.90,0.00,89.93,0.00,86.99,-90.00,0.00,90.00,89.90,-90.00,0.00,90.00,89.90,90.00,89.90,-90.00,0.00,-90.00,0.00,-90.00,0.00,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90
-1,0.00,89.98,0.00,89.98,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.59,0.00,89.59,-45.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.64,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99
-1,-89.05,89.98,-89.05,89.98,-45.00,89.99,-45.00,89.99,-45.00,89.99,0.00,89.59,0.00,89.59,-90.00,0.00,0.00,89.45,0.00,89.45,0.00,89.45,0.00,89.69,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77
-1,-45.00,89.98,90.00,89.97,90.00,89.97,-90.00,0.00,-45.00,89.98,-45.00,89.98,82.87,89.72,-45.00,88.55,-90.00,0.00,-90.00,0.00,-90.00,0.00,78.69,89.65,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97
-1,0.00,89.90,0.00,89.90,0.00,89.89,0.00,89.89,0.00,89.89,45.00,89.84,45.00,89.84,0.00,89.90,0.00,89.82,0.00,89.82,0.00,89.82,0.00,89.79,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87
