-1,0,0,-5125,-5125,-5125,-5125,-5125,77,77,77,77,77,0,0,0,0,0,0,0,0,-45.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,-90.00,0.00,45.00,89.98,90.00,88.49,90.00,88.49,90.00,88.49,90.00,88.49,90.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,-250,-128,-250,-308,-190,-190,279,206,279,279,279,279,0,0,0,0,0,0,0,0,-45.00,89.55,-45.00,89.78,-45.00,89.47,90.00,89.34,-78.69,89.63,90.00,89.80,90.00,89.76,-45.00,89.80,-71.57,89.60,-90.00,0.00,-71.57,89.60,-90.00,0.00,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82,-45.00,89.82
1,0,-4406,-4406,-4406,-4406,-4406,-4406,57,57,57,57,57,0,0,0,0,0,0,0,0,-45.00,89.98,90.00,89.97,90.00,89.97,-90.00,0.00,-90.00,0.00,-90.00,0.00,90.00,89.97,90.00,87.95,-90.00,0.00,-90.00,0.00,-90.00,0.00,90.00,89.97,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,0,0,-376,-376,-376,-305,-305,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.96,89.70,-75.96,89.70,90.00,89.70,90.00,89.70,90.00,89.70,45.00,89.78,45.00,89.78,90.00,88.60,90.00,88.60,90.00,88.60,90.00,88.60,90.00,89.70,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76,45.00,89.76
1,4671,4868,4868,4868,-3475,-3475,-3475,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.00,89.98,-90.00,89.42,-90.00,0.00,0.00,89.99,0.00,89.99,-90.00,0.00,45.00,89.98,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,0.00,45.00,87.62,-45.00,89.98,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63,0.00,86.63
-1,0,0,-5282,-5282,-5282,-5282,-5282,0,0,0,0,0,0,0,0,0,0,0,0,0,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,90.00,89.98,45.00,89.98,45.00,89.98,-90.00,0.00,-90.00,0.00,-90.00,0.00,-90.00,0.00,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98,45.00,89.98
-1,-1179,-1140,-1140,-1140,-1140,-1140,-1140,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.15,89.90,0.00,89.93,0.00,86.99,-90.00,0.00,90.00,89.90,-90.00,0.00,90.00,89.90,90.00,89.90,-90.00,0.00,-90.00,0.00,-90.00,0.00,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90,90.00,89.90
-1,-5364,-5364,-5364,-5364,-5364,262,262,-5364,0,0,0,171,0,0,0,0,0,0,0,0,0.00,89.98,0.00,89.98,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.59,0.00,89.59,-45.00,89.98,0.00,89.98,0.00,89.98,0.00,89.98,0.00,89.64,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99,0.00,89.99
-1,106,106,-299,-299,-299,-203,-203,106,106,106,106,-103,0,0,0,0,0,0,0,0,-89.05,89.98,-89.05,89.98,-45.00,89.99,-45.00,89.99,-45.00,89.99,0.00,89.59,0.00,89.59,-90.00,0.00,0.00,89.45,0.00,89.45,0.00,89.45,0.00,89.69,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77,45.00,89.77
-1,-4406,-4406,-4406,-4406,-4406,-4406,-264,57,57,57,57,57,0,0,0,0,0,0,0,0,-45.00,89.98,90.00,89.97,90.00,89.97,-90.00,0.00,-45.00,89.98,-45.00,89.98,82.87,89.72,-45.00,88.55,-90.00,0.00,-90.00,0.00,-90.00,0.00,78.69,89.65,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97,86.42,89.97
-1,284,284,-385,-385,-385,-385,-385,591,139,139,139,0,0,0,0,0,0,0,0,0,0.00,89.90,0.00,89.90,0.00,89.89,0.00,89.89,0.00,89.89,45.00,89.84,45.00,89.84,0.00,89.90,0.00,89.82,0.00,89.82,0.00,89.82,0.00,89.79,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87,0.00,89.87
